00760.MTS.wav,1
00516.MTS.wav,1
00394.MTS.wav,1
00518.MTS.wav,1
00718.MTS.wav,1
00771.MTS.wav,1
00468.MTS.wav,1
00536.MTS.wav,1
00616.MTS.wav,1
00315.MTS.wav,1
00617.MTS.wav,1
00705.MTS.wav,1
00301.MTS.wav,1
00306.MTS.wav,1
00274.MTS.wav,1
00770.MTS.wav,1
00772.MTS.wav,1
00331.MTS.wav,1
00717.MTS.wav,1
00660.MTS.wav,1
00767.MTS.wav,1
00481.MTS.wav,1
00543.MTS.wav,1
00774.MTS.wav,1
00670.MTS.wav,1
00619.MTS.wav,1
00766.MTS.wav,1
00298.MTS.wav,1
00479.MTS.wav,1
00792.MTS.wav,1
00362.MTS.wav,2
00349.MTS.wav,2
00380.MTS.wav,2
00365.MTS.wav,2
00463.MTS.wav,2
00474.MTS.wav,2
00447.MTS.wav,2
00513.MTS.wav,2
00523.MTS.wav,2
00522.MTS.wav,2
00655.MTS.wav,2
00651.MTS.wav,2
00648.MTS.wav,2
00264.MTS.wav,2
00282.MTS.wav,2
00252.MTS.wav,2
00251.MTS.wav,2
00268.MTS.wav,2
00303.MTS.wav,2
00270.MTS.wav,2
00314.MTS.wav,2
00307.MTS.wav,2
00311.MTS.wav,2
00323.MTS.wav,2
00329.MTS.wav,2
00383.MTS.wav,2
00375.MTS.wav,2
00389.MTS.wav,2
00443.MTS.wav,2
00431.MTS.wav,2
00483.MTS.wav,2
00535.MTS.wav,2
00611.MTS.wav,2
00609.MTS.wav,2
00722.MTS.wav,2
00430.MTS.wav,2
00480.MTS.wav,2
00420.MTS.wav,2
00514.MTS.wav,2
00615.MTS.wav,2
00347.MTS.wav,3
00396.MTS.wav,3
00404.MTS.wav,3
00446.MTS.wav,3
00434.MTS.wav,3
00470.MTS.wav,3
00460.MTS.wav,3
00547.MTS.wav,3
00589.MTS.wav,3
00588.MTS.wav,3
00423.MTS.wav,3
00223.MTS.wav,3
00244.MTS.wav,3
00225.MTS.wav,3
00236.MTS.wav,3
00241.MTS.wav,3
00240.MTS.wav,3
00276.MTS.wav,3
00284.MTS.wav,3
00283.MTS.wav,3
00291.MTS.wav,3
00316.MTS.wav,3
00359.MTS.wav,3
00391.MTS.wav,3
00350.MTS.wav,3
00374.MTS.wav,3
00376.MTS.wav,3
00429.MTS.wav,3
00415.MTS.wav,3
00510.MTS.wav,3
00532.MTS.wav,3
00544.MTS.wav,3
00594.MTS.wav,3
00600.MTS.wav,3
00602.MTS.wav,3
00271.MTS.wav,3
00348.MTS.wav,3
00412.MTS.wav,3
00448.MTS.wav,3
00230.MTS.wav,3
00372.MTS.wav,3
00266.MTS.wav,3